epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,29.1116,1.00812,0.02743,0.25789,0.68174,1.13097,0.68591,0.85859,0.75862,0.46239,0.72393,0.93939,0.78919,0.78234,1.20882,0.10154,0.00115,1.01833,1.26114,0.0017228,0.0017228,0.0017228
16,30.9584,1.01546,0.02585,0.2185,0.63289,1.13508,0.93051,0.89899,0.97276,0.67795,0.93763,0.92929,0.98086,0.97969,1.05866,0.02299,0.00502,0.61731,1.15099,0.001703,0.001703,0.001703
17,32.7923,0.95248,0.03056,0.20563,0.63532,1.10859,0.82729,0.74747,0.86297,0.58954,0.8815,0.79798,0.92261,0.91014,1.07927,0.0226,0.00892,0.84002,1.17884,0.0016832,0.0016832,0.0016832
18,34.723,0.97188,0.02514,0.17364,0.6305,1.10307,0.91586,0.93939,0.97053,0.66842,0.9454,0.9697,0.98684,0.9812,1.01212,0.02759,0.02125,0.66544,1.1536,0.0016634,0.0016634,0.0016634
19,36.5634,0.96809,0.02414,0.23014,0.62859,1.0978,0.93113,0.95593,0.98259,0.67979,0.9307,0.94956,0.98454,0.98388,0.99985,0.04569,0.00184,0.976,1.19038,0.0016436,0.0016436,0.0016436
20,38.4172,1.00327,0.02546,0.2055,0.63049,1.11794,0.93407,0.9697,0.97952,0.68324,0.93407,0.9697,0.9834,0.9834,0.97184,0.03289,0.00048,0.64066,1.07686,0.0016238,0.0016238,0.0016238
21,40.2552,0.92153,0.02467,0.19769,0.59282,1.08316,0.85682,0.84628,0.89884,0.66003,0.90618,0.87812,0.94528,0.93335,0.91987,0.04572,0.02388,0.94376,1.10416,0.001604,0.001604,0.001604
22,42.1059,0.9093,0.02453,0.18986,0.59355,1.08323,0.84918,0.96684,0.9687,0.6859,0.85773,0.97437,0.97426,0.97424,1.03832,0.02909,0.06961,0.65449,1.17729,0.0015842,0.0015842,0.0015842
23,43.9415,0.9202,0.02571,0.17508,0.58624,1.08362,0.94517,0.90909,0.96796,0.7243,0.94517,0.90909,0.9729,0.97109,0.88508,0.02482,0.0844,0.61659,1.0619,0.0015644,0.0015644,0.0015644
24,45.7886,0.95874,0.02593,0.16166,0.57953,1.08928,0.95578,0.87341,0.95461,0.67388,0.93834,0.92227,0.97467,0.97154,1.1144,0.04424,0.08238,0.6326,1.16712,0.0015446,0.0015446,0.0015446
25,47.6208,0.98137,0.02542,0.19287,0.61947,1.10441,0.96949,0.9798,0.99287,0.74002,0.96949,0.9798,0.99287,0.99287,0.99036,0.01867,0.03168,0.48477,1.10201,0.0015248,0.0015248,0.0015248
26,49.4852,0.95858,0.02224,0.17178,0.60113,1.10361,0.96713,0.91919,0.97942,0.72956,0.96713,0.91919,0.9795,0.97947,0.90229,0.01609,0.02099,0.5583,1.04599,0.001505,0.001505,0.001505
27,51.3431,0.95359,0.02377,0.21229,0.5991,1.09338,0.94286,0.93939,0.97752,0.71046,0.96314,0.9596,0.98502,0.98473,0.94131,0.02282,0.00207,0.54418,1.10726,0.0014852,0.0014852,0.0014852
28,53.2278,0.87032,0.02298,0.22227,0.55535,1.06995,0.96859,0.94949,0.97974,0.73256,0.9785,0.9596,0.98696,0.98607,0.93144,0.0187,0.00375,0.51126,1.10865,0.0014654,0.0014654,0.0014654
29,55.1388,0.89127,0.0243,0.17807,0.53536,1.05637,0.94932,0.9596,0.96348,0.69747,0.95932,0.9697,0.98278,0.9819,1.02024,0.02505,0.00335,0.5568,1.15663,0.0014456,0.0014456,0.0014456
30,57.0437,0.87859,0.02373,0.19342,0.56124,1.05362,0.92071,0.93939,0.95982,0.72379,0.91541,0.94949,0.97668,0.9732,0.90676,0.01792,0.01326,0.54351,1.06517,0.0014258,0.0014258,0.0014258
31,58.9315,0.8881,0.02471,0.18246,0.56558,1.05972,0.9681,0.9899,0.99167,0.76894,0.9681,0.9899,0.99207,0.99207,0.83381,0.01685,0.00491,0.4851,1.03072,0.001406,0.001406,0.001406
32,60.8289,0.87885,0.02165,0.18915,0.55502,1.05381,0.96888,0.9899,0.99188,0.7512,0.96888,0.9899,0.99188,0.99188,0.93247,0.01965,0.00474,0.51936,1.07553,0.0013862,0.0013862,0.0013862
33,62.7002,0.8869,0.02074,0.17088,0.54672,1.0574,0.90723,0.9697,0.98168,0.75077,0.90723,0.9697,0.98327,0.98281,0.84109,0.02394,0.00893,0.51286,1.0242,0.0013664,0.0013664,0.0013664
34,64.6461,0.85829,0.01948,0.16715,0.53787,1.05717,0.98841,0.9899,0.99153,0.76301,0.98841,0.9899,0.99319,0.9928,0.88914,0.01935,0.00927,0.44115,1.05282,0.0013466,0.0013466,0.0013466
35,66.6404,0.84941,0.01848,0.17203,0.53279,1.04951,0.97024,0.988,0.9873,0.73136,0.97024,0.988,0.99049,0.99017,0.92613,0.02294,0.00168,0.4905,1.08128,0.0013268,0.0013268,0.0013268
36,68.5669,0.85457,0.01818,0.17186,0.52321,1.05728,0.98017,0.99872,0.99441,0.78059,0.98017,0.99872,0.99441,0.99441,0.80932,0.01087,0.00136,0.42944,1.01771,0.001307,0.001307,0.001307
37,70.5587,0.85044,0.016,0.17702,0.53152,1.04139,0.98367,0.9798,0.99159,0.76877,0.98367,0.9798,0.9924,0.99224,0.85304,0.01113,0.00287,0.4567,1.04569,0.0012872,0.0012872,0.0012872
38,72.4884,0.81907,0.0172,0.15151,0.4942,1.02714,0.98851,0.9798,0.98767,0.76701,0.98851,0.9798,0.98767,0.98767,0.83949,0.02477,0.00542,0.4489,1.06153,0.0012674,0.0012674,0.0012674
39,74.4253,0.82855,0.01875,0.15393,0.50639,1.03302,0.96143,0.9697,0.9899,0.73488,0.96143,0.9697,0.9899,0.9899,0.94037,0.01154,0.00083,0.49232,1.11162,0.0012476,0.0012476,0.0012476
40,76.3707,0.81227,0.01721,0.17258,0.50602,1.02589,0.98789,0.9899,0.99471,0.76684,0.98789,0.9899,0.99471,0.99471,0.86179,0.02615,0.0018,0.41532,1.05323,0.0012278,0.0012278,0.0012278
41,78.3495,0.8385,0.0176,0.14535,0.5175,1.03115,0.99766,0.9798,0.99422,0.78406,0.99766,0.9798,0.99422,0.99422,0.8039,0.01283,0.00126,0.40208,1.04629,0.001208,0.001208,0.001208
42,80.3112,0.84285,0.01838,0.17161,0.49967,1.03662,0.98232,0.9596,0.98458,0.76479,0.96645,0.9899,0.99108,0.99108,0.85271,0.0114,0.00461,0.4808,1.04709,0.0011882,0.0011882,0.0011882
43,82.2237,0.81864,0.01678,0.16484,0.50015,1.02416,0.97837,0.9697,0.98829,0.78227,0.98927,0.9798,0.99353,0.99353,0.79955,0.01111,0.00463,0.41804,1.02555,0.0011684,0.0011684,0.0011684
44,84.1823,0.79285,0.01585,0.13733,0.47551,1.02261,0.9993,0.9798,0.99244,0.80098,0.9993,0.9798,0.99431,0.99374,0.81762,0.01052,0.00554,0.39347,1.04253,0.0011486,0.0011486,0.0011486
45,86.1375,0.79796,0.01467,0.15304,0.49619,1.02693,0.98479,0.9798,0.98808,0.78057,0.98479,0.9798,0.98808,0.98808,0.82279,0.01324,0.00587,0.41425,1.04809,0.0011288,0.0011288,0.0011288
46,88.1092,0.78353,0.01646,0.17389,0.487,1.01319,0.98839,0.9798,0.99163,0.76933,0.98839,0.9798,0.99163,0.99163,0.87441,0.02469,0.00512,0.42367,1.06055,0.001109,0.001109,0.001109
47,90.0507,0.73882,0.0143,0.16666,0.46656,1.00454,0.97151,0.93939,0.97651,0.77865,0.97919,0.95062,0.98436,0.98401,0.82111,0.02018,0.00561,0.48842,1.05294,0.0010892,0.0010892,0.0010892
48,91.9979,0.79822,0.01734,0.18705,0.48115,1.02058,0.98748,0.93939,0.98166,0.76284,0.98748,0.93939,0.98382,0.98361,0.87068,0.01717,0.0229,0.4696,1.06726,0.0010694,0.0010694,0.0010694
49,93.9905,0.75104,0.01344,0.18782,0.48518,1.00056,0.97039,1,0.99431,0.80465,0.97039,1,0.99431,0.99431,0.79826,0.0121,0.00197,0.38478,1.03765,0.0010496,0.0010496,0.0010496
50,95.9072,0.7833,0.01518,0.15637,0.47501,1.00725,0.97019,0.98638,0.98755,0.77493,0.97019,0.98638,0.98755,0.98755,0.84436,0.01603,0.00062,0.43361,1.05723,0.0010298,0.0010298,0.0010298
51,97.8072,0.73702,0.0144,0.16286,0.45867,0.99959,0.97301,0.9899,0.98631,0.76301,0.97301,0.9899,0.98654,0.98654,0.86116,0.01043,0.00162,0.41923,1.0674,0.00101,0.00101,0.00101
52,99.7106,0.75551,0.01435,0.1644,0.46875,1.00108,0.99746,0.9798,0.99231,0.80956,0.99746,0.9798,0.9936,0.9936,0.81861,0.00988,0.00275,0.38606,1.02545,0.0009902,0.0009902,0.0009902
53,101.623,0.75997,0.01545,0.13954,0.44892,1.00832,0.99905,0.9899,0.9948,0.80258,0.99905,0.9899,0.9948,0.9948,0.8433,0.00779,0.00249,0.37979,1.02409,0.0009704,0.0009704,0.0009704
54,103.505,0.72106,0.01207,0.13595,0.45041,0.98857,0.99716,0.9899,0.99376,0.80236,0.99716,0.9899,0.99452,0.99452,0.78873,0.00712,0.00268,0.37581,1.0174,0.0009506,0.0009506,0.0009506
55,105.376,0.74667,0.01579,0.17392,0.457,1.00144,0.99863,0.9899,0.99461,0.80673,0.99863,0.9899,0.99461,0.99461,0.76595,0.00763,0.00107,0.37458,1.0068,0.0009308,0.0009308,0.0009308
56,107.253,0.71249,0.01312,0.14464,0.45306,0.97198,1,0.9857,0.994,0.76619,1,0.9857,0.994,0.994,0.9006,0.01014,0.00113,0.40479,1.0679,0.000911,0.000911,0.000911
57,109.117,0.70995,0.01304,0.16518,0.43868,0.97783,0.96864,0.9798,0.98813,0.79591,0.96864,0.9798,0.99103,0.99103,0.81315,0.01163,0.00557,0.42323,1.02618,0.0008912,0.0008912,0.0008912
58,110.995,0.72232,0.01497,0.14276,0.46417,0.99075,0.98978,0.97813,0.99221,0.78994,0.98978,0.97813,0.99229,0.99229,0.84591,0.00998,0.00293,0.40473,1.03553,0.0008714,0.0008714,0.0008714
59,112.857,0.75252,0.01328,0.14228,0.46055,1.00819,0.98989,0.98928,0.993,0.79049,0.98989,0.98928,0.99309,0.99309,0.8636,0.0089,0.00127,0.39229,1.05355,0.0008516,0.0008516,0.0008516
60,114.741,0.69807,0.0118,0.15404,0.42957,0.98077,0.98968,0.9899,0.99434,0.7995,0.98968,0.9899,0.99471,0.99471,0.7908,0.00751,0.0016,0.37265,1.00719,0.0008318,0.0008318,0.0008318
61,116.608,0.70585,0.01208,0.1588,0.44125,0.99973,0.99109,0.9899,0.99434,0.82201,0.99109,0.9899,0.99443,0.99443,0.75676,0.01067,0.00103,0.37232,0.99859,0.000812,0.000812,0.000812
62,118.495,0.7219,0.01169,0.1478,0.42902,0.98625,0.99674,0.9899,0.99325,0.79218,0.99674,0.9899,0.99434,0.99434,0.83257,0.00863,0.00125,0.41517,1.02349,0.0007922,0.0007922,0.0007922
63,120.359,0.71998,0.01224,0.12684,0.43569,0.99099,0.99834,0.9899,0.9916,0.82372,0.99834,0.9899,0.99425,0.99425,0.74652,0.0122,0.002,0.35358,0.97733,0.0007724,0.0007724,0.0007724
64,122.241,0.70065,0.01194,0.14269,0.44033,0.9805,0.99833,0.9899,0.99143,0.80235,0.98999,0.99942,0.9949,0.99404,0.79128,0.00835,0.00194,0.37541,1.03048,0.0007526,0.0007526,0.0007526
65,124.105,0.6943,0.01252,0.1575,0.43001,0.97812,0.99481,0.9899,0.99048,0.81437,0.99481,0.9899,0.9948,0.99366,0.73932,0.0109,0.00256,0.36529,0.98557,0.0007328,0.0007328,0.0007328
66,125.984,0.67538,0.01348,0.14956,0.4174,0.9753,0.99752,0.9899,0.98914,0.80128,0.99752,0.9899,0.9948,0.99198,0.73118,0.00667,0.00368,0.38442,0.99105,0.000713,0.000713,0.000713
67,127.85,0.68632,0.01196,0.15297,0.41593,0.97295,0.99864,0.9899,0.99267,0.81073,0.99864,0.9899,0.99461,0.99364,0.73019,0.00862,0.00265,0.35426,0.97901,0.0006932,0.0006932,0.0006932
68,129.722,0.69014,0.01185,0.1571,0.42444,0.97106,0.99831,0.9899,0.98941,0.8157,0.99831,0.9899,0.99452,0.99238,0.72997,0.00659,0.00541,0.33392,0.99181,0.0006734,0.0006734,0.0006734
69,131.589,0.68633,0.01182,0.13375,0.41329,0.98029,0.99832,0.9899,0.99,0.81853,0.99832,0.9899,0.99461,0.99416,0.75406,0.00885,0.00368,0.35943,1.0225,0.0006536,0.0006536,0.0006536
70,133.471,0.67463,0.01217,0.11955,0.41948,0.98289,0.99773,0.9899,0.99005,0.83232,0.99773,0.9899,0.99461,0.99423,0.70627,0.00911,0.00409,0.35145,0.98031,0.0006338,0.0006338,0.0006338
71,135.346,0.62931,0.00963,0.13054,0.40212,0.94654,1,0.98616,0.99311,0.82163,1,0.98616,0.9948,0.99442,0.71879,0.00587,0.00347,0.33209,0.97631,0.000614,0.000614,0.000614
72,137.227,0.64359,0.0092,0.13136,0.38735,0.95265,1,0.99932,0.995,0.82291,1,0.99932,0.995,0.995,0.71362,0.00631,0.00122,0.33156,0.97582,0.0005942,0.0005942,0.0005942
73,139.09,0.6314,0.01084,0.12747,0.39358,0.9554,0.99907,1,0.995,0.83447,0.99907,1,0.995,0.995,0.71619,0.00808,0.00214,0.32685,0.98267,0.0005744,0.0005744,0.0005744
74,140.969,0.63767,0.01157,0.1471,0.40297,0.95901,0.98984,1,0.995,0.84075,0.98984,1,0.995,0.995,0.72643,0.00679,0.00107,0.32918,0.99107,0.0005546,0.0005546,0.0005546
75,142.839,0.63147,0.01222,0.15531,0.39376,0.96545,0.9897,1,0.995,0.82256,0.9897,1,0.995,0.995,0.73775,0.00645,0.00055,0.32687,0.99238,0.0005348,0.0005348,0.0005348
76,144.706,0.60929,0.00975,0.15828,0.39006,0.95023,0.98881,1,0.9949,0.80805,0.98881,1,0.9949,0.9949,0.77057,0.00543,0.00095,0.33477,1.00123,0.000515,0.000515,0.000515
77,146.564,0.58485,0.01125,0.1318,0.37202,0.94944,1,0.99929,0.995,0.8335,1,0.99929,0.995,0.995,0.7291,0.00635,0.00215,0.32905,0.98403,0.0004952,0.0004952,0.0004952
78,148.431,0.60702,0.01136,0.14197,0.37721,0.95356,1,0.99927,0.995,0.80681,1,0.99927,0.995,0.995,0.79008,0.00836,0.00195,0.33508,1.01327,0.0004754,0.0004754,0.0004754
79,150.296,0.62494,0.00925,0.12716,0.38477,0.95007,1,0.99924,0.995,0.83313,1,0.99924,0.995,0.995,0.72568,0.00685,0.00184,0.32183,0.98567,0.0004556,0.0004556,0.0004556
80,152.25,0.57407,0.01055,0.13366,0.36407,0.94435,0.98999,0.99879,0.9949,0.82325,0.98999,0.99879,0.9949,0.9949,0.73868,0.00645,0.00092,0.32094,1.00104,0.0004358,0.0004358,0.0004358
81,154.113,0.58572,0.01118,0.15129,0.3683,0.94586,0.98898,0.9899,0.9947,0.84178,0.98898,0.9899,0.9947,0.9947,0.70539,0.00626,0.0006,0.32068,0.97253,0.000416,0.000416,0.000416
82,155.996,0.58187,0.00957,0.12872,0.35996,0.93617,0.99641,0.9899,0.99452,0.82552,0.99641,0.9899,0.99461,0.99461,0.7224,0.00621,0.0014,0.32291,0.98049,0.0003962,0.0003962,0.0003962
83,157.856,0.56222,0.00924,0.13428,0.36223,0.93216,0.99473,0.9899,0.99425,0.82105,0.99473,0.9899,0.9948,0.9948,0.75224,0.00691,0.00265,0.33625,0.9963,0.0003764,0.0003764,0.0003764
84,159.727,0.56656,0.00971,0.12566,0.35388,0.93675,0.99821,0.9899,0.99461,0.83283,0.98999,0.9992,0.9949,0.9949,0.73303,0.00709,0.00227,0.32773,0.99037,0.0003566,0.0003566,0.0003566
85,161.59,0.56456,0.00899,0.11906,0.35304,0.93957,0.98969,0.9899,0.99471,0.82561,0.98999,0.99927,0.9949,0.9949,0.73199,0.00572,0.00141,0.31641,0.99278,0.0003368,0.0003368,0.0003368
86,163.464,0.54983,0.00895,0.12044,0.34223,0.92685,0.98964,0.9899,0.9948,0.82708,0.98999,0.99948,0.9949,0.9949,0.71606,0.00609,0.00107,0.31262,0.98931,0.000317,0.000317,0.000317
87,165.322,0.55256,0.00915,0.12058,0.35202,0.94164,0.98901,0.9899,0.9946,0.82488,0.98999,0.99947,0.9948,0.9948,0.72524,0.00575,0.00165,0.30585,0.98904,0.0002972,0.0002972,0.0002972
88,167.194,0.56127,0.00989,0.11399,0.35775,0.93512,0.99913,0.9899,0.99461,0.82173,0.98999,0.99905,0.9949,0.9949,0.7569,0.00701,0.00225,0.31751,1.00088,0.0002774,0.0002774,0.0002774
89,169.056,0.53769,0.01078,0.1579,0.35163,0.92523,0.99795,0.9899,0.99461,0.83679,0.98999,0.99922,0.9949,0.9949,0.70088,0.00723,0.00135,0.30743,0.9816,0.0002576,0.0002576,0.0002576
90,170.923,0.57253,0.00885,0.10588,0.37049,0.93831,0.98904,0.9899,0.99451,0.8259,0.98904,0.9899,0.9947,0.9947,0.73442,0.00559,0.00081,0.30881,0.98965,0.0002378,0.0002378,0.0002378
91,173.078,0.49521,0.00773,0.01735,0.32493,0.88314,0.98918,0.9899,0.9946,0.83797,0.98918,0.9899,0.9947,0.9947,0.70845,0.00626,0.00075,0.30442,0.98187,0.000218,0.000218,0.000218
92,174.943,0.48453,0.00478,0.00912,0.2779,0.86075,0.98999,0.99897,0.9948,0.83804,0.98999,0.99897,0.9948,0.9948,0.70572,0.00829,0.00068,0.30265,0.98493,0.0001982,0.0001982,0.0001982
93,176.803,0.43648,0.00436,0.00373,0.26186,0.84664,0.98989,0.98897,0.9947,0.83654,0.98989,0.98897,0.9947,0.9947,0.69406,0.00753,0.00063,0.30908,0.99066,0.0001784,0.0001784,0.0001784
94,178.662,0.43478,0.0043,0.00415,0.25797,0.84966,0.98018,0.9993,0.9946,0.83452,0.98018,0.9993,0.9946,0.9946,0.70233,0.00629,0.00089,0.31046,0.99398,0.0001586,0.0001586,0.0001586
95,180.517,0.42026,0.00435,0.00323,0.25185,0.84697,0.97756,1,0.9946,0.83582,0.97756,1,0.9946,0.9946,0.70085,0.00603,0.00103,0.30862,0.98768,0.0001388,0.0001388,0.0001388
96,182.38,0.40365,0.00368,0.00556,0.24597,0.85919,0.99,0.99965,0.9948,0.83625,0.99,0.99965,0.9948,0.9948,0.71442,0.00625,0.00106,0.30373,0.98772,0.000119,0.000119,0.000119
97,184.23,0.40349,0.0035,0.00337,0.24856,0.8329,0.98991,1,0.9948,0.84091,0.98991,1,0.9948,0.9948,0.70528,0.00611,0.00108,0.30124,0.98469,9.92e-05,9.92e-05,9.92e-05
98,186.096,0.38474,0.00343,0.00226,0.23747,0.85071,0.98999,0.99903,0.9948,0.83741,0.98999,0.99903,0.9948,0.9948,0.69921,0.00607,0.00103,0.30335,0.98457,7.94e-05,7.94e-05,7.94e-05
99,187.947,0.38997,0.00356,0.00209,0.23081,0.84473,0.98999,0.99893,0.9948,0.83103,0.98999,0.99893,0.9948,0.9948,0.70473,0.00617,0.00107,0.30745,0.98778,5.96e-05,5.96e-05,5.96e-05
100,189.818,0.38557,0.00325,0.00272,0.23444,0.8409,0.98999,0.99865,0.9948,0.83157,0.98999,0.99865,0.9948,0.9948,0.70444,0.00631,0.00119,0.3079,0.98992,3.98e-05,3.98e-05,3.98e-05
