t_wall,t_rel,Fx,Fy,Fz,Mx,My,Mz
1770947949.696907,0.726066,0.033561,-0.059213,0.121698,-0.000061,-0.000277,0.000772
1770947949.701225,0.730384,-0.016827,-0.127024,0.072130,0.000527,-0.000557,0.000377
1770947949.706309,0.735467,0.003073,-0.049418,0.139688,-0.000390,-0.000309,0.000176
1770947949.711482,0.740640,-0.805458,0.030008,0.367882,0.004029,-0.014651,0.001355
1770947949.716910,0.746068,-0.140184,-0.312116,-0.239841,0.003520,-0.000451,-0.000871
1770947949.721298,0.750456,-0.007272,-0.063283,0.092330,-0.000169,-0.000442,0.000236
1770947949.726213,0.755372,0.008460,0.003038,0.130710,-0.000801,0.000019,0.000646
1770947949.731633,0.760792,0.024869,-0.075052,0.107427,0.000202,-0.000026,0.000773
1770947949.735997,0.765155,0.029606,-0.063316,0.092421,-0.000118,-0.000209,0.000517
1770947949.740941,0.770099,0.004558,-0.032776,0.110145,-0.000257,-0.000090,0.000575
1770947949.746189,0.775347,0.003715,-0.064958,0.092714,0.000133,-0.000239,0.000411
1770947949.750892,0.780051,0.038853,-0.082254,0.115872,-0.000093,-0.000564,0.000916
1770947949.755871,0.785029,-0.286732,0.005234,0.552577,0.006328,-0.007143,-0.000027
1770947949.760847,0.790005,0.001710,-0.091697,0.076063,0.000328,-0.000212,0.000513
1770947949.765823,0.794981,0.021100,-0.081154,0.108998,0.000136,-0.000151,0.000824
1770947949.770799,0.799957,0.034077,-0.100752,0.091250,0.000312,-0.000157,0.000540
1770947949.775772,0.804930,0.008478,-0.002576,0.137662,-0.000561,-0.000003,0.000454
1770947949.780764,0.809922,0.024923,-0.057445,0.109159,-0.000109,-0.000200,0.000498
1770947949.785757,0.814915,0.027601,-0.058082,0.117495,-0.000284,-0.000099,0.000536
1770947949.790999,0.820157,0.005448,-0.117303,0.078768,0.000274,-0.000780,0.000586
1770947949.795705,0.824864,-0.002863,-0.112327,0.089387,0.000370,-0.000433,0.000659
1770947949.801214,0.830372,0.013246,-0.048853,0.115157,-0.000134,0.000011,0.000725
1770947949.805661,0.834819,0.027093,-0.006167,0.127483,-0.000653,0.000018,0.000605
1770947949.810638,0.839797,0.035731,-0.075045,0.092630,-0.000057,-0.000090,0.000680
1770947949.815891,0.845049,0.013656,-0.096624,0.073638,0.000222,-0.000316,0.000355
1770947949.820603,0.849761,-0.000754,-0.104911,0.075029,0.000438,-0.000293,0.000635
1770947949.825574,0.854733,-0.025652,-0.112404,0.100400,0.000603,-0.000524,0.000370
1770947949.830559,0.859717,0.004760,-0.046073,0.110532,-0.000533,-0.000414,0.000409
1770947949.835812,0.864970,-0.014777,-0.079993,0.100640,-0.000196,-0.000426,0.000148
1770947949.840494,0.869652,0.018187,-0.025772,0.119662,-0.000506,0.000055,0.000621
1770947949.845500,0.874659,0.042297,-0.063287,0.102632,-0.000131,-0.000087,0.000665
1770947949.850756,0.879915,-0.004115,-0.031624,0.107814,-0.000451,-0.000365,0.000431
1770947949.855446,0.884604,0.010016,-0.063254,0.094923,-0.000192,-0.000346,0.000318
1770947949.860444,0.889602,0.033581,-0.064075,0.113605,-0.000068,-0.000140,0.000680
1770947949.865687,0.894846,0.020529,-0.037634,0.095527,-0.000459,-0.000108,0.000519
1770947949.870359,0.899517,-0.009811,-0.062880,0.074603,-0.000222,-0.000419,0.000380
1770947949.875648,0.904806,0.033694,-0.087135,0.101102,0.000326,0.000107,0.000638
1770947949.880322,0.909480,0.010501,-0.078347,0.079365,-0.000038,-0.000381,0.000499
1770947949.885299,0.914458,0.009273,-0.093368,0.088470,0.000248,-0.000278,0.000489
1770947949.890324,0.919482,0.040407,-0.016545,0.131004,-0.000202,0.000419,0.000984
1770947949.895272,0.924431,0.013084,-0.060571,0.091761,-0.000299,-0.000714,0.000340
1770947949.900251,0.929409,0.017462,-0.115298,0.089205,0.000198,-0.000658,0.000712
1770947949.905263,0.934422,0.011980,-0.122249,0.093906,0.000414,-0.000453,0.000662
1770947949.910196,0.939354,0.020321,-0.027484,0.085894,-0.000738,-0.000236,0.000524
1770947949.915179,0.944337,0.015109,-0.013155,0.118556,-0.000580,-0.000111,0.000468
1770947949.920177,0.949336,0.006952,-0.037708,0.104550,-0.000134,0.000137,0.000564
1770947949.925157,0.954315,0.010747,-0.047157,0.102486,-0.000089,0.000164,0.000605
1770947949.930168,0.959327,0.011818,-0.052554,0.097836,-0.000178,-0.000381,0.000531
1770947949.935196,0.964355,0.041458,-0.081281,0.062634,0.000084,-0.000187,0.000237
1770947949.940085,0.969244,-0.032051,-0.203726,0.027978,0.000828,-0.001240,0.000335
1770947949.945062,0.974220,0.006752,-0.071010,0.076885,-0.000063,-0.000309,0.000568
1770947949.950131,0.979290,0.025965,0.004024,0.124508,-0.000821,-0.000171,0.000515
1770947949.955006,0.984164,-0.001582,0.020845,0.130863,-0.000696,0.000047,0.000379
1770947949.960051,0.989209,-0.011761,-0.118988,0.092433,0.000412,-0.000989,0.000261
1770947949.965008,0.994166,0.039370,-0.114554,0.073736,0.000108,-0.000407,0.000858
1770947949.969946,0.999104,0.009861,-0.015276,0.108538,-0.000453,-0.000028,0.000415
1770947949.974938,1.004097,0.013665,-0.020944,0.118649,-0.000628,-0.000272,0.000454
1770947949.979908,1.009066,-0.029357,-0.082510,0.090169,0.000119,-0.000533,0.000243
1770947949.984879,1.014037,0.014386,-0.053139,0.085721,-0.000013,-0.000158,0.000524
1770947949.989851,1.019010,0.018782,-0.068218,0.094286,-0.000313,-0.000423,0.000189
1770947949.994862,1.024020,-0.011258,-0.048333,0.080922,-0.000561,-0.000788,-0.000019
1770947949.999813,1.028971,0.034222,-0.046328,0.080859,-0.000279,-0.000157,0.000459
1770947950.004787,1.033946,0.012495,-0.045376,0.088010,-0.000190,-0.000143,0.000458
1770947950.009908,1.039066,-0.014912,-0.084568,0.062962,-0.000133,-0.000674,0.000070
1770947950.014760,1.043918,-0.038884,-0.060182,0.138334,-0.000117,-0.000826,0.000285
1770947950.019747,1.048906,-0.717858,-0.276563,-0.644975,-0.002830,-0.007773,-0.000950
1770947950.024731,1.053889,0.006389,-0.011434,0.097216,-0.000614,-0.000001,0.000466
1770947950.029999,1.059157,-0.016907,-0.013273,0.104178,-0.000587,0.000009,0.000147
1770947950.034696,1.063854,0.010256,-0.039742,0.096238,-0.000578,-0.000475,0.000542
1770947950.039804,1.068962,0.005559,-0.053273,0.079872,-0.000388,-0.000442,0.000286
1770947950.044824,1.073982,0.030254,-0.071240,0.082967,0.000355,0.000292,0.000647
1770947950.049683,1.078841,-0.026252,-0.127703,0.043126,0.000126,-0.000992,0.000078
1770947950.054971,1.084130,0.010345,-0.089693,0.069897,0.000439,-0.000151,0.000411
1770947950.059881,1.089040,-0.008057,-0.088303,0.094192,0.000088,-0.000876,0.000391
1770947950.064581,1.093740,0.016106,-0.143685,0.056734,0.000536,-0.000274,0.000569
1770947950.069509,1.098667,0.008211,-0.081312,0.083416,0.000183,-0.000144,0.000378
1770947950.074490,1.103648,0.045500,-0.117518,0.085747,0.000322,-0.000261,0.000961
1770947950.079504,1.108662,0.030497,-0.008810,0.123006,-0.000824,-0.000092,0.000408
1770947950.084585,1.113744,-0.015708,0.000247,0.085372,-0.000925,-0.000268,0.000328
1770947950.089700,1.118859,0.023426,-0.036604,0.119105,0.000044,0.000236,0.000533
1770947950.094468,1.123626,0.004791,-0.022729,0.096760,-0.000746,-0.000322,0.000319
1770947950.099395,1.128553,0.001284,-0.082803,0.071433,0.000361,0.000234,0.000701
1770947950.104393,1.133551,0.029611,-0.050248,0.076890,-0.000400,-0.000300,0.000528
1770947950.109372,1.138530,-0.011234,-0.031590,0.068974,-0.000619,-0.000350,0.000189
1770947950.114577,1.143736,-0.007651,-0.111366,0.079122,0.000554,-0.000351,0.000525
1770947950.119304,1.148463,0.007929,-0.129470,0.026248,0.000440,-0.000462,0.000484
1770947950.124499,1.153657,0.016661,-0.068685,0.070269,-0.000111,-0.000159,0.000266
1770947950.129264,1.158422,0.002759,-0.078046,0.092614,0.000076,-0.000347,0.000555
1770947950.134239,1.163397,0.023640,0.013680,0.119015,-0.000958,0.000141,0.000608
1770947950.139389,1.168547,-0.014161,-0.099827,0.094272,0.000134,-0.000648,0.000237
1770947950.144294,1.173453,-0.048330,-0.154655,0.010857,0.000372,-0.001347,-0.000169
1770947950.149723,1.178881,0.001092,-0.033516,0.089566,-0.000455,-0.000536,0.000333
1770947950.154182,1.183340,0.029400,-0.076049,0.073227,-0.000146,-0.000110,0.000598
1770947950.159218,1.188376,-0.012502,0.020596,0.127689,-0.000731,0.000007,0.000229
1770947950.164122,1.193280,0.021299,-0.056275,0.085490,-0.000075,-0.000125,0.000462
1770947950.169094,1.198252,-0.020833,-0.014911,0.082561,-0.000414,-0.000084,-0.000082
1770947950.174061,1.203219,0.030819,-0.063317,0.094468,-0.000421,-0.000631,0.000519
1770947950.179039,1.208198,0.012464,-0.029126,0.087575,-0.000286,0.000089,0.000660
1770947950.184027,1.213185,0.035132,-0.042924,0.098477,-0.000551,-0.000424,0.000615
1770947950.189009,1.218167,-0.028404,-0.031724,0.094244,-0.000254,-0.000144,0.000393
1770947950.193981,1.223140,0.031047,0.031671,0.120947,-0.001187,0.000157,0.000731
1770947950.199038,1.228196,0.007220,-0.039511,0.081106,-0.000285,-0.000132,0.000435
1770947950.203948,1.233106,0.032339,-0.050453,0.107176,0.000115,0.000105,0.000818
1770947950.208951,1.238110,0.017084,-0.057093,0.078110,-0.000163,-0.000341,0.000348
1770947950.213928,1.243086,0.039630,-0.028365,0.093809,-0.000716,-0.000055,0.000789
1770947950.218889,1.248047,-0.023401,-0.083784,0.068348,-0.000105,-0.000696,0.000476
1770947950.223855,1.253013,0.032945,-0.024468,0.088901,-0.001228,-0.000465,0.000581
1770947950.228852,1.258011,-0.002427,-0.072584,0.076870,-0.000278,-0.000541,0.000355
1770947950.233883,1.263041,0.039792,0.018182,0.116078,-0.000809,0.000131,0.000664
1770947950.238798,1.267957,0.027900,-0.092356,0.081336,-0.000192,-0.000747,0.000448
1770947950.245170,1.274328,0.040731,-0.043432,0.121731,-0.000447,-0.000085,0.000552
1770947950.248781,1.277940,0.007246,-0.086791,0.099642,0.000050,-0.000216,0.000523
1770947950.253721,1.282879,-0.015875,-0.076204,0.084401,0.000102,-0.000562,0.000336
1770947950.258718,1.287876,0.021933,-0.044046,0.109732,0.000024,0.000199,0.000600
1770947950.263698,1.292857,-0.006726,-0.087481,0.060750,-0.000368,-0.000718,0.000243
1770947950.268729,1.297887,0.015098,-0.075139,0.086577,0.000101,-0.000091,0.000461
1770947950.273639,1.302797,-0.009548,-0.039158,0.078713,-0.000461,-0.000299,0.000123
1770947950.278610,1.307768,0.039154,-0.043397,0.091764,-0.000060,0.000195,0.000526
1770947950.283709,1.312867,0.013319,-0.034594,0.095483,-0.000291,-0.000064,0.000503
1770947950.288615,1.317774,0.026526,-0.092668,0.085009,0.000020,-0.000378,0.000878
1770947950.293579,1.322738,0.017018,-0.145649,0.072996,0.000535,-0.000511,0.000614
1770947950.298573,1.327732,0.005250,-0.038415,0.118302,-0.000145,0.000017,0.000615
1770947950.303502,1.332660,-0.011863,-0.136664,0.035171,0.000426,-0.000589,0.000042
1770947950.308493,1.337652,0.015069,-0.088277,0.087320,0.000157,-0.000159,0.000644
1770947950.313488,1.342647,0.020500,-0.064492,0.073969,0.000023,-0.000284,0.000382
1770947950.318524,1.347682,-0.008674,-0.150476,0.055506,0.000389,-0.000885,0.000605
1770947950.323452,1.352611,-0.297513,0.013615,0.603788,0.006259,-0.006941,-0.000139
1770947950.328565,1.357724,0.770440,-0.531643,-0.724069,0.000915,-0.000011,0.015958
1770947950.333392,1.362550,0.017456,-0.089145,0.066685,0.000148,-0.000482,0.000238
1770947950.338384,1.367542,-0.005244,-0.098515,0.062643,0.000124,-0.000407,0.000428
1770947950.344454,1.373612,-0.000550,-0.102908,0.059687,0.000187,-0.000189,0.000430
1770947950.348418,1.377576,0.003951,-0.122677,0.045468,0.000340,-0.000593,0.000260
1770947950.353387,1.382545,0.015981,-0.099410,0.075503,0.000176,-0.000240,0.000558
1770947950.358271,1.387429,-0.039540,-0.075270,0.071105,0.000040,-0.000560,0.000180
1770947950.363252,1.392410,-0.013721,0.011802,0.119842,-0.000619,0.000343,0.000327
1770947950.368227,1.397385,0.021248,-0.030066,0.121727,-0.000245,0.000122,0.000392
1770947950.373196,1.402355,0.020245,-0.073532,0.104900,0.000275,0.000139,0.000629
1770947950.378213,1.407372,-0.003213,-0.051872,0.080062,-0.000054,0.000146,0.000465
1770947950.383207,1.412365,0.012279,-0.048033,0.095048,-0.000533,-0.000379,0.000179
1770947950.388134,1.417293,0.022222,-0.074225,0.097527,0.000323,0.000235,0.000946
1770947950.393123,1.422282,-0.012782,-0.030720,0.107762,-0.000188,0.000001,0.000073
1770947950.398109,1.427267,-0.004665,-0.105025,0.057613,0.000185,-0.000525,0.000121
1770947950.403074,1.432232,0.023857,-0.063339,0.090104,-0.000317,-0.000627,0.000481
1770947950.408041,1.437199,0.005885,-0.056987,0.112417,-0.000566,-0.000799,0.000382
1770947950.413105,1.442263,0.026371,0.010536,0.128836,-0.000739,0.000056,0.000356
1770947950.418018,1.447177,-0.049251,-0.083427,0.076314,0.000113,-0.000596,0.000076
1770947950.422981,1.452139,0.006840,-0.092247,0.083092,0.000444,-0.000128,0.000347
1770947950.428138,1.457296,-0.037685,-0.193687,0.003257,0.000896,-0.001053,0.000023
1770947950.432951,1.462110,0.025661,-0.078109,0.095641,0.000401,0.000114,0.000822
1770947950.437928,1.467086,0.024063,-0.050653,0.101499,0.000114,0.000278,0.000560
1770947950.442945,1.472104,0.008189,-0.077200,0.106244,-0.000016,-0.000508,0.000456
1770947950.447930,1.477088,0.039780,0.040474,0.158368,-0.001016,0.000206,0.000726
1770947950.452871,1.482029,0.047486,-0.070740,0.096933,0.000272,0.000073,0.000784
1770947950.457834,1.486993,-0.010599,-0.046212,0.088078,-0.000470,-0.000428,0.000044
1770947950.462878,1.492036,-0.272775,0.049787,0.549086,0.005947,-0.006804,0.000237
1770947950.468121,1.497279,-0.003852,-0.061558,0.067079,-0.000163,-0.000392,0.000186
1770947950.472798,1.501956,0.004463,-0.013943,0.101581,-0.000445,-0.000039,0.000397
1770947950.477785,1.506944,0.023274,-0.017062,0.089574,-0.000624,-0.000194,0.000449
1770947950.482816,1.511975,0.023093,-0.066404,0.101708,-0.000362,-0.000365,0.000387
1770947950.487714,1.516872,0.033842,-0.053671,0.111674,-0.000136,0.000074,0.000466
