t_wall,t_rel,Fx,Fy,Fz,Mx,My,Mz
1770940809.324924,0.919577,0.273813,-0.160463,0.271668,0.000762,0.003799,-0.004138
1770940809.329894,0.924547,0.283313,-0.185139,0.279046,0.001265,0.003743,-0.003591
1770940809.334864,0.929517,0.284129,-0.112102,0.298998,0.000431,0.004452,-0.003505
1770940809.339890,0.934543,0.235963,-0.125767,0.270730,0.000802,0.004046,-0.003782
1770940809.344864,0.939517,0.266590,-0.226390,0.240062,0.001450,0.003595,-0.003873
1770940809.349827,0.944480,0.251492,-0.143301,0.286647,0.000738,0.003867,-0.003771
1770940809.354807,0.949460,0.225349,-0.072378,0.273231,0.000040,0.003843,-0.004187
1770940809.359752,0.954405,0.256028,-0.076829,0.291981,0.000080,0.004224,-0.003774
1770940809.364735,0.959388,0.251509,-0.081395,0.323383,-0.000151,0.004067,-0.003960
1770940809.369693,0.964346,-0.386112,-0.065578,0.123044,0.000527,-0.004037,-0.001720
1770940809.374718,0.969372,0.300587,-0.059364,0.328425,0.000352,0.004336,-0.003274
1770940809.379705,0.974359,0.309804,-0.053828,0.325596,0.000191,0.004075,-0.003655
1770940809.384734,0.979387,0.265947,0.033127,0.347183,-0.000931,0.004330,-0.003383
1770940809.389678,0.984331,0.256298,-0.048996,0.339919,-0.000240,0.003904,-0.003677
1770940809.394606,0.989259,0.285586,-0.087029,0.325059,0.000749,0.004780,-0.003346
1770940809.399571,0.994224,0.257548,-0.176422,0.249205,0.000581,0.003619,-0.004217
1770940809.404543,0.999196,0.276099,-0.053473,0.344051,-0.000108,0.004467,-0.003557
1770940809.409557,1.004210,0.258990,-0.031677,0.331712,-0.000130,0.004548,-0.003391
1770940809.414534,1.009187,0.225534,-0.144523,0.262679,0.000299,0.003382,-0.004134
1770940809.419475,1.014128,0.244493,-0.102671,0.310532,0.000291,0.003405,-0.004343
1770940809.424517,1.019171,-0.408131,-0.052550,0.108792,0.000248,-0.004074,-0.001683
1770940809.429433,1.024086,0.269845,-0.171861,0.256041,0.000510,0.003271,-0.004129
1770940809.434452,1.029105,0.283580,-0.106051,0.324725,-0.000024,0.003870,-0.003481
1770940809.439390,1.034043,0.317775,-0.056442,0.354485,0.000097,0.004672,-0.003116
1770940809.444583,1.039237,0.298279,-0.036554,0.325958,-0.000102,0.004305,-0.003706
1770940809.449523,1.044176,0.263054,-0.074539,0.287857,0.000187,0.004346,-0.004048
1770940809.454340,1.048993,0.310954,0.010379,0.391435,-0.000306,0.004271,-0.003811
1770940809.459329,1.053982,0.281027,-0.319823,0.129796,0.002832,0.003105,-0.004454
1770940809.464269,1.058922,0.295082,0.008853,0.326057,0.000019,0.004825,-0.003289
1770940809.469246,1.063899,0.335569,0.051143,0.398860,-0.000471,0.004269,-0.003116
1770940809.474293,1.068946,0.248249,-0.068241,0.297115,-0.000184,0.003589,-0.004312
1770940809.479225,1.073879,-0.349400,0.061334,0.178567,-0.000376,-0.003565,-0.001636
1770940809.484193,1.078846,0.265019,-0.114333,0.272454,0.000113,0.003710,-0.004031
1770940809.489159,1.083812,0.273597,-0.073829,0.296702,0.000307,0.003952,-0.003899
1770940809.494216,1.088869,0.280092,-0.117553,0.297955,0.000302,0.003798,-0.003264
1770940809.499131,1.093784,-0.323221,0.042490,0.148818,0.000100,-0.003366,-0.001074
1770940809.504100,1.098753,-0.353630,-0.102131,0.111651,0.001012,-0.003427,-0.001273
1770940809.509105,1.103758,0.233150,-0.042431,0.318899,-0.000061,0.004050,-0.004061
1770940809.514117,1.108771,0.301045,-0.160752,0.272030,0.001362,0.004206,-0.003820
1770940809.519033,1.113686,-0.327628,-0.043734,0.111431,0.000558,-0.003769,-0.000968
1770940809.524009,1.118662,-0.364855,-0.112926,0.097186,0.001131,-0.003669,-0.001073
1770940809.528979,1.123632,0.244966,-0.038768,0.309732,-0.000231,0.003774,-0.004151
1770940809.533981,1.128634,0.287335,-0.114938,0.283807,0.000484,0.004057,-0.003757
1770940809.538990,1.133643,0.340057,-0.184645,0.270185,0.001809,0.004371,-0.003200
1770940809.544078,1.138731,0.269583,-0.068502,0.296515,0.000196,0.004217,-0.004244
1770940809.548903,1.143556,0.264131,-0.100530,0.274330,-0.000079,0.003878,-0.003947
1770940809.553885,1.148538,0.308552,-0.079571,0.335163,0.000581,0.004628,-0.003262
1770940809.558838,1.153491,-0.387607,0.022431,0.128224,-0.000130,-0.003857,-0.001886
1770940809.563838,1.158492,0.230118,-0.113809,0.295331,0.000628,0.004278,-0.003822
1770940809.568790,1.163444,0.260126,-0.105680,0.304291,0.000026,0.003764,-0.003976
1770940809.573781,1.168434,0.271207,-0.093778,0.285943,0.000246,0.004198,-0.003734
1770940809.578761,1.173414,-0.420657,-0.024279,0.099545,0.000417,-0.003420,-0.001832
1770940809.583719,1.178372,-0.343504,-0.045096,0.111874,0.000437,-0.003615,-0.001109
1770940809.588695,1.183348,0.263632,-0.087681,0.306406,0.000076,0.003831,-0.004196
1770940809.593674,1.188328,0.249583,-0.086370,0.293761,0.000222,0.003734,-0.004345
1770940809.598653,1.193306,0.290547,-0.145647,0.273392,0.000680,0.003964,-0.003806
1770940809.603637,1.198290,0.262018,-0.022565,0.345610,-0.000340,0.003785,-0.004280
1770940809.609045,1.203698,-0.381362,0.006799,0.152427,0.000325,-0.003612,-0.001612
1770940809.613626,1.208280,0.226123,-0.113514,0.274855,0.000045,0.003646,-0.004531
1770940809.618574,1.213227,0.312457,-0.163109,0.268313,0.001051,0.003591,-0.003997
1770940809.623574,1.218227,0.271474,-0.100447,0.273340,0.000316,0.003875,-0.004464
1770940809.628605,1.223258,0.260541,-0.048168,0.323090,0.000107,0.003673,-0.004226
1770940809.633525,1.228178,0.255003,-0.087176,0.325406,-0.000088,0.003740,-0.003940
1770940809.638524,1.233177,-0.356876,-0.076924,0.132496,0.000560,-0.003769,-0.001107
1770940809.643540,1.238193,0.297059,-0.092104,0.304706,0.000626,0.004394,-0.003569
1770940809.648572,1.243225,0.320806,-0.067023,0.322519,0.000249,0.004168,-0.003765
1770940809.653426,1.248079,0.299333,-0.090179,0.323633,0.000145,0.003963,-0.003884
1770940809.658613,1.253266,0.271436,-0.025185,0.349977,-0.000227,0.003958,-0.003934
1770940809.663430,1.258083,0.295017,-0.115934,0.307630,0.000532,0.003764,-0.003916
1770940809.668360,1.263013,0.274379,-0.127518,0.293091,0.000030,0.003262,-0.004173
1770940809.673639,1.268292,0.299759,-0.121819,0.305606,0.000296,0.003704,-0.003901
1770940809.678342,1.272995,-0.457907,-0.104976,0.080292,0.000855,-0.004022,-0.002515
1770940809.683281,1.277934,-0.401820,-0.134407,0.088318,0.001330,-0.004158,-0.002006
1770940809.688521,1.283174,0.288564,-0.037172,0.330224,-0.000091,0.004400,-0.003904
1770940809.693244,1.287897,0.291008,-0.063786,0.344368,-0.000034,0.004115,-0.003664
1770940809.698253,1.292906,0.256951,-0.142508,0.314287,0.000872,0.003863,-0.003719
1770940809.703192,1.297845,0.302271,-0.030034,0.369070,-0.000641,0.004202,-0.003418
1770940809.708145,1.302798,0.277527,-0.075526,0.339632,0.000466,0.004285,-0.003973
1770940809.713182,1.307836,0.274887,0.007436,0.344346,-0.000765,0.004209,-0.003788
1770940809.718175,1.312828,0.237902,-0.083451,0.290460,-0.000276,0.003590,-0.004292
1770940809.723150,1.317803,0.268296,-0.173182,0.235056,0.000784,0.003647,-0.003946
1770940809.728107,1.322760,0.346571,-0.176727,0.279311,0.001326,0.004023,-0.003421
1770940809.733085,1.327738,0.300303,-0.133319,0.296471,0.000724,0.004140,-0.003861
1770940809.738041,1.332694,-0.378512,-0.131733,0.095037,0.001244,-0.003945,-0.001668
1770940809.743097,1.337750,-0.338234,-0.092615,0.115454,0.000854,-0.003520,-0.001045
1770940809.747997,1.342650,0.289461,-0.065108,0.331885,-0.000001,0.004239,-0.003686
1770940809.752969,1.347622,0.240826,-0.125252,0.299826,0.000491,0.003854,-0.004212
1770940809.757982,1.352635,-0.383027,-0.020245,0.129910,0.000396,-0.003485,-0.001660
1770940809.762942,1.357595,0.305353,-0.108312,0.424609,0.000283,0.004201,-0.003275
1770940809.767897,1.362550,0.080466,1.905133,-0.964674,-0.013484,0.007788,0.010315
1770940809.773153,1.367806,0.319886,-0.067836,0.324316,0.000280,0.003634,-0.003907
1770940809.777919,1.372572,0.309843,-0.021706,0.358322,0.000050,0.004167,-0.003564
1770940809.782830,1.377483,1.175454,0.928168,-3.121496,-0.008133,0.002237,0.009733
1770940809.787851,1.382504,1.111454,0.629286,-3.974727,0.004661,0.011721,0.009543
1770940809.792818,1.387471,1.274633,1.258584,-3.328235,-0.008272,0.003874,0.011081
1770940809.797838,1.392491,1.151254,0.644074,-3.835582,0.003981,0.012062,0.009625
1770940809.802760,1.397413,-0.462250,0.502730,-0.439195,-0.012080,-0.007649,-0.005000
1770940809.807759,1.402412,0.249711,-0.154732,0.273904,0.001033,0.003937,-0.003925
1770940809.812747,1.407401,-0.356890,0.030001,0.171275,0.000025,-0.003492,-0.001328
1770940809.817729,1.412382,-0.337594,-0.035979,0.131248,0.000530,-0.003438,-0.001155
1770940809.822787,1.417440,-0.342607,-0.041162,0.117339,0.000652,-0.003163,-0.001533
1770940809.827658,1.422312,-0.376396,-0.127914,0.049582,0.001585,-0.003676,-0.002063
1770940809.832690,1.427344,0.697342,-0.234167,0.201754,0.004167,-0.000392,0.010634
1770940809.837601,1.432254,-0.383794,-0.106234,0.058008,0.001269,-0.003577,-0.002106
1770940809.843333,1.437986,-0.865309,-4.406690,-2.155164,0.044185,-0.020972,-0.006498
1770940809.847564,1.442217,1.309222,0.949853,-3.375138,-0.006787,0.004493,0.008829
1770940809.852653,1.447306,1.216840,0.498695,-4.060958,0.005730,0.013044,0.008341
1770940809.857495,1.452148,1.275499,0.833744,-3.341732,-0.006652,0.003215,0.008491
1770940809.862500,1.457153,1.335450,0.276945,-4.255894,0.004716,0.013032,0.006541
1770940809.867450,1.462103,-0.355817,0.181709,-0.391971,-0.009959,-0.005629,-0.003213
1770940809.872551,1.467205,-0.356786,-0.275561,-0.062939,0.003005,-0.003421,-0.002112
1770940809.877521,1.472174,-0.343086,-0.156662,-0.015028,0.001795,-0.002931,-0.001918
1770940809.882387,1.477041,-0.350717,-0.128532,0.023730,0.002067,-0.002552,-0.001507
1770940809.887369,1.482023,-0.343378,-0.140166,0.013650,0.001620,-0.003448,-0.001781
1770940809.892364,1.487017,0.291693,-0.169918,0.219514,0.001330,0.004275,-0.003825
1770940809.897337,1.491990,-0.414770,-0.166799,0.037644,0.001737,-0.003754,-0.001865
1770940809.902758,1.497411,-0.366399,0.012354,0.148126,0.000282,-0.003547,-0.001413
1770940809.907580,1.502233,0.275730,-0.134210,0.257152,0.000888,0.004364,-0.004073
1770940809.912348,1.507001,0.269376,-0.120933,0.291582,0.000887,0.004204,-0.003918
