t_wall,t_rel,Fx,Fy,Fz,Mx,My,Mz
1770940808.409029,0.003682,0.695344,-0.143431,0.171726,0.002954,-0.000375,0.011135
1770940808.414014,0.008667,-0.416779,-0.099228,0.063097,0.000710,-0.003925,-0.001350
1770940808.418962,0.013615,-0.414908,0.002644,0.102122,0.000127,-0.003613,-0.001428
1770940808.423944,0.018597,0.681423,-0.157219,0.187379,0.003130,-0.000207,0.010935
1770940808.428907,0.023560,-0.402260,-0.114778,0.069127,0.001026,-0.003581,-0.001545
1770940808.433933,0.028586,-0.421193,-0.049674,0.085359,0.000206,-0.004437,-0.001856
1770940808.439000,0.033653,0.685221,-0.145582,0.235475,0.003094,-0.000515,0.010531
1770940808.443854,0.038507,-0.384421,0.019675,0.134855,-0.000162,-0.003476,-0.001110
1770940808.448853,0.043507,0.663227,-0.153084,0.215475,0.003365,-0.000402,0.010870
1770940808.453841,0.048495,-0.421665,-0.004497,0.129138,0.000230,-0.003419,-0.001329
1770940808.458812,0.053465,-0.394877,-0.115405,0.078221,0.000878,-0.004043,-0.001471
1770940808.463764,0.058417,0.269863,-0.094343,0.275327,-0.000005,0.004015,-0.003761
1770940808.468768,0.063421,0.238322,-0.145529,0.261805,0.000158,0.003337,-0.004328
1770940808.473731,0.068384,0.234027,-0.180268,0.242581,0.000898,0.003897,-0.004127
1770940808.478710,0.073363,-0.417634,-0.206445,0.026268,0.001846,-0.003940,-0.001056
1770940808.483686,0.078339,-0.414395,-0.160908,0.053288,0.001130,-0.004099,-0.001752
1770940808.488662,0.083315,0.290936,-0.150549,0.253599,0.000672,0.003720,-0.003654
1770940808.493641,0.088294,0.669835,-0.233301,0.188342,0.003612,-0.000612,0.010633
1770940808.498616,0.093270,-0.436064,-0.119317,0.074498,0.001137,-0.003865,-0.001879
1770940808.503600,0.098253,0.273489,-0.107218,0.275304,0.000140,0.003968,-0.003861
1770940808.508574,0.103227,-0.404160,-0.169501,0.038544,0.001422,-0.004041,-0.001499
1770940808.513546,0.108199,0.257487,-0.161750,0.234413,0.001281,0.004020,-0.003806
1770940808.518527,0.113180,-0.374511,-0.035956,0.103596,0.000415,-0.003800,-0.001566
1770940808.523728,0.118381,0.268791,-0.084804,0.280280,0.000017,0.003590,-0.004042
1770940808.528519,0.123173,-0.368655,-0.059758,0.079600,0.000653,-0.003730,-0.001293
1770940808.533491,0.128144,-0.388360,-0.021640,0.155038,-0.000148,-0.003853,-0.001478
1770940808.538444,0.133097,1.306883,-0.797758,-0.834517,0.007237,0.004616,0.012634
1770940808.543419,0.138072,0.298485,-0.133116,0.247335,0.000853,0.003748,-0.003787
1770940808.548450,0.143103,-0.425807,-0.214346,0.008431,0.002013,-0.003741,-0.001533
1770940808.553373,0.148026,0.269236,-0.116240,0.269377,0.000763,0.004375,-0.003924
1770940808.558598,0.153251,0.300982,-0.126932,0.307105,0.000776,0.004121,-0.003615
1770940808.563602,0.158255,0.284790,-0.163915,0.240146,0.001290,0.004103,-0.003674
1770940808.568600,0.163254,-0.362129,-0.072555,0.086046,0.001057,-0.003578,-0.001001
1770940808.573531,0.168185,-0.386918,-0.112613,0.044207,0.001115,-0.003755,-0.001237
1770940808.578529,0.173182,-0.369236,-0.011824,0.111392,0.000454,-0.003196,-0.001247
1770940808.583484,0.178137,-0.407047,-0.021325,0.103780,-0.000072,-0.004407,-0.001640
1770940808.588488,0.183141,-0.382015,-0.052520,0.089050,0.000643,-0.003157,-0.001283
1770940808.593469,0.188122,0.260353,-0.171552,0.222075,0.000831,0.003596,-0.004116
1770940808.598454,0.193107,-0.360418,-0.100895,0.086874,0.000913,-0.003899,-0.001322
1770940808.603389,0.198042,0.320436,-0.112773,0.273471,0.000825,0.004069,-0.003666
1770940808.608450,0.203103,-0.376407,0.045903,0.128664,-0.000001,-0.003572,-0.001492
1770940808.613317,0.207970,-0.387944,-0.061418,0.074723,0.000767,-0.003833,-0.001661
1770940808.618428,0.213081,-0.379037,0.072428,0.154254,-0.000416,-0.003839,-0.001859
1770940808.623293,0.217946,-0.332653,0.005145,0.119267,0.000437,-0.003296,-0.000909
1770940808.628281,0.222934,-0.355844,-0.075092,0.107299,0.000655,-0.003561,-0.001024
1770940808.633265,0.227918,-0.294750,0.042318,0.150386,-0.000103,-0.003168,-0.001043
1770940808.638375,0.233028,-0.347808,0.010523,0.122381,0.000035,-0.003728,-0.001345
1770940808.643197,0.237850,0.290653,-0.115731,0.259096,0.000187,0.003813,-0.003856
1770940808.648177,0.242830,-0.382209,-0.050800,0.108624,0.000459,-0.003473,-0.001552
1770940808.653338,0.247991,0.318570,-0.060339,0.319736,-0.000046,0.004020,-0.003471
1770940808.657952,0.252605,0.295875,-0.130052,0.239274,0.000449,0.003727,-0.003703
1770940808.662876,0.257529,-0.342686,-0.018702,0.122758,0.000167,-0.003246,-0.001156
1770940808.667861,0.262514,-0.367960,0.038476,0.154217,0.000003,-0.003602,-0.001568
1770940808.672863,0.267516,-0.364383,0.024348,0.160531,-0.000604,-0.004028,-0.001525
1770940808.677820,0.272474,-0.403816,-0.029065,0.095087,0.000276,-0.003304,-0.001732
1770940808.682801,0.277454,-0.400467,-0.031476,0.112141,0.000061,-0.003885,-0.001382
1770940808.687773,0.282426,-0.324989,0.047254,0.158033,-0.000181,-0.002751,-0.001213
1770940808.692755,0.287409,-0.382786,0.003046,0.127332,-0.000234,-0.003779,-0.001832
1770940808.697731,0.292384,-0.372684,0.002948,0.116873,0.000001,-0.003764,-0.001562
1770940808.702710,0.297363,-0.372413,0.035160,0.159588,0.000207,-0.003311,-0.001272
1770940808.707683,0.302336,-0.395033,-0.049091,0.111366,0.000398,-0.003943,-0.001694
1770940808.712664,0.307317,-0.372353,0.044079,0.156057,-0.000289,-0.003583,-0.001229
1770940808.717641,0.312294,-0.388771,-0.067365,0.090494,0.000703,-0.003215,-0.001299
1770940808.722620,0.317273,-0.385467,-0.046654,0.103673,0.000249,-0.004001,-0.001601
1770940808.727595,0.322248,-0.413819,-0.131455,0.059084,0.001057,-0.003627,-0.001639
1770940808.732584,0.327237,-0.380190,0.033939,0.122997,-0.000179,-0.003463,-0.001665
1770940808.737553,0.332206,-0.419791,-0.106065,0.026567,0.000792,-0.003678,-0.001923
1770940808.742532,0.337185,-0.394946,-0.033497,0.092090,0.000227,-0.003743,-0.001624
1770940808.747501,0.342154,-0.334338,0.031547,0.139938,0.000242,-0.003012,-0.001346
1770940808.752473,0.347126,-0.403707,0.002283,0.109376,0.000040,-0.003683,-0.001891
1770940808.757470,0.352123,-0.358084,-0.072325,0.096807,0.000683,-0.003477,-0.001436
1770940808.762446,0.357100,-0.437611,-0.066602,0.070869,0.000399,-0.004026,-0.001780
1770940808.767418,0.362072,-0.379976,-0.076733,0.055562,0.000823,-0.003350,-0.001546
1770940808.772439,0.367092,-0.409116,-0.035846,0.099565,0.000337,-0.003845,-0.001677
1770940808.777399,0.372052,-0.393502,0.014940,0.127859,-0.000264,-0.003686,-0.001772
1770940808.782340,0.376993,-0.417638,-0.119618,0.061007,0.001001,-0.003681,-0.001537
1770940808.787331,0.381984,-0.396883,0.024972,0.140319,-0.000110,-0.003693,-0.001467
1770940808.792309,0.386962,-0.381142,-0.007210,0.108916,0.000040,-0.003596,-0.001632
1770940808.797289,0.391943,0.273694,-0.019112,0.349849,-0.000627,0.004089,-0.003943
1770940808.802277,0.396930,-0.390275,-0.037316,0.126069,0.000128,-0.003869,-0.001532
1770940808.807239,0.401892,-0.403259,-0.181135,0.047170,0.001398,-0.004200,-0.001515
1770940808.812469,0.407123,-0.423288,-0.008217,0.105019,0.000014,-0.004279,-0.001924
1770940808.817418,0.412071,0.254301,-0.098186,0.268953,0.000076,0.004185,-0.003795
1770940808.822412,0.417065,-0.377767,0.016025,0.133420,-0.000052,-0.003325,-0.001436
1770940808.827372,0.422025,-0.325496,0.014699,0.129961,0.000259,-0.003194,-0.000823
1770940808.832411,0.427064,-0.356371,0.040518,0.138898,-0.000535,-0.003559,-0.001159
1770940808.837337,0.431991,-0.392476,0.054625,0.147977,-0.000304,-0.003614,-0.001569
1770940808.842307,0.436960,0.273746,-0.218214,0.319912,0.001104,0.003561,-0.003837
1770940808.847052,0.441705,0.291144,-1.778532,-0.622659,0.018359,-0.015089,0.004241
1770940808.852049,0.446702,0.245354,-0.184045,0.205770,0.000588,0.003309,-0.004505
1770940808.857016,0.451669,0.283652,-0.142264,0.258095,0.000418,0.004084,-0.003298
1770940808.862001,0.456655,-0.382503,-0.020954,0.118893,0.000189,-0.003576,-0.001369
1770940808.866994,0.461647,1.135650,0.583296,-3.940909,0.003486,0.011586,0.009043
1770940808.872038,0.466691,1.167127,0.791460,-3.961192,0.003233,0.011963,0.010044
1770940808.876961,0.471615,1.105230,0.886050,-4.259759,0.003028,0.012739,0.009044
1770940808.881991,0.476644,-0.119879,0.510869,-4.365861,-0.004627,0.016757,0.005775
1770940808.886883,0.481536,1.475950,-0.146087,-1.344729,-0.003494,0.004338,-0.001863
1770940808.891862,0.486515,-0.405253,-0.045609,0.066531,-0.000160,-0.004061,-0.001937
1770940808.896836,0.491489,-0.432066,-0.059048,0.060494,0.000427,-0.003357,-0.001668
1770940808.901824,0.496478,-0.422304,-0.123613,0.044177,0.001036,-0.003311,-0.001083
1770940808.906791,0.501445,-0.423879,-0.126994,0.056656,0.000848,-0.004068,-0.001426
1770940808.911778,0.506431,-0.365388,-0.040254,0.119731,0.000329,-0.003440,-0.001062
1770940808.916739,0.511392,-0.390106,0.045819,0.141538,-0.000461,-0.003311,-0.001524
1770940808.921728,0.516381,0.268825,-0.029825,0.321939,-0.000292,0.004441,-0.003612
1770940808.926699,0.521352,0.278347,-0.120629,0.275108,0.000500,0.004310,-0.003514
1770940808.931687,0.526340,-0.359083,-0.139356,0.067059,0.001570,-0.003469,-0.000795
1770940808.936651,0.531304,-0.370993,-0.117458,0.058926,0.001184,-0.003605,-0.000902
1770940808.941640,0.536293,-0.370905,-0.078663,0.121646,0.000709,-0.003739,-0.001149
1770940808.946611,0.541264,-0.349517,0.056506,0.175468,-0.000178,-0.002993,-0.001031
1770940808.951593,0.546246,0.278046,-0.110728,0.309049,0.000611,0.004171,-0.003483
1770940808.956567,0.551220,-0.369461,0.049177,0.174148,-0.000560,-0.003253,-0.001235
1770940808.961541,0.556194,0.249076,-0.074491,0.287368,-0.000251,0.003573,-0.004030
1770940808.966527,0.561180,0.266452,-0.034021,0.323905,-0.000547,0.003894,-0.003822
1770940808.971548,0.566201,0.258703,-0.123683,0.274171,0.000549,0.004045,-0.003794
1770940808.976463,0.571116,0.236928,-0.024082,0.304796,-0.000514,0.004174,-0.004078
1770940808.981476,0.576129,0.250897,-0.088762,0.247404,0.000306,0.004073,-0.004104
1770940808.986427,0.581080,0.282692,-0.060323,0.305483,0.000277,0.004523,-0.003675
1770940808.991436,0.586089,-0.393865,-0.125412,0.062438,0.001000,-0.003757,-0.001272
1770940808.996452,0.591105,0.300156,-0.016640,0.303377,-0.000218,0.004469,-0.003451
1770940809.001425,0.596078,-0.399608,0.021781,0.151132,-0.000217,-0.003653,-0.001563
1770940809.006347,0.601000,0.254177,-0.011159,0.287764,-0.000246,0.004432,-0.004043
1770940809.011340,0.605993,0.281946,-0.052053,0.313294,-0.000411,0.004257,-0.003474
1770940809.016298,0.610951,-0.347591,0.119621,0.161173,-0.000616,-0.003609,-0.001164
1770940809.021450,0.616103,0.276454,-0.170259,0.198517,0.000950,0.003327,-0.003543
1770940809.026472,0.621125,-0.361619,0.014015,0.139848,0.000105,-0.003602,-0.001075
1770940809.031242,0.625895,-0.359921,0.038766,0.156617,-0.000168,-0.003332,-0.000897
1770940809.036220,0.630873,-0.345742,0.012193,0.117128,0.000052,-0.003076,-0.001147
1770940809.041190,0.635844,0.305829,-0.071204,0.298732,0.000158,0.004382,-0.003200
1770940809.046169,0.640822,0.262034,-0.090991,0.285261,-0.000134,0.004022,-0.003285
1770940809.051143,0.645796,0.235589,-0.126496,0.239681,0.000348,0.004048,-0.004012
1770940809.056117,0.650770,-0.389808,-0.051182,0.119034,0.000596,-0.003756,-0.001438
1770940809.061106,0.655759,0.236720,0.000310,0.317183,-0.000633,0.004006,-0.004009
1770940809.066070,0.660723,0.280342,-0.043028,0.320013,0.000005,0.004709,-0.003667
1770940809.071049,0.665703,0.244379,-0.135558,0.245332,0.000304,0.003969,-0.003598
1770940809.076028,0.670681,-0.428287,-0.015971,0.085517,-0.000054,-0.004039,-0.001553
1770940809.081012,0.675665,-0.362949,-0.011235,0.132407,0.000162,-0.003613,-0.001205
1770940809.085981,0.680634,-0.380913,-0.021421,0.091559,0.000396,-0.003307,-0.001281
1770940809.091261,0.685914,-0.363043,-0.047635,0.094130,0.000553,-0.003933,-0.001106
1770940809.095929,0.690582,-0.393379,-0.047924,0.107558,0.000295,-0.003764,-0.001265
1770940809.100918,0.695571,0.325647,-0.037197,0.323970,-0.000124,0.004686,-0.002926
1770940809.105897,0.700550,0.224568,-0.037851,0.305604,-0.000450,0.004252,-0.003780
1770940809.110870,0.705523,0.274228,-0.042593,0.314031,-0.000010,0.004688,-0.003439
1770940809.115849,0.710503,0.268681,-0.142750,0.279716,0.000572,0.003793,-0.003315
1770940809.120820,0.715473,0.295428,-0.096587,0.322054,0.000337,0.004151,-0.003235
1770940809.125797,0.720450,0.302225,-0.037264,0.358469,-0.000036,0.004476,-0.002877
1770940809.130780,0.725433,0.289640,-0.157167,0.294062,0.000983,0.004239,-0.003081
1770940809.135760,0.730413,0.274700,-0.197339,0.251007,0.001268,0.003737,-0.003923
1770940809.140743,0.735396,0.278315,-0.182934,0.265864,0.000989,0.003859,-0.003305
1770940809.145712,0.740365,0.254622,-0.116789,0.315922,0.000811,0.003851,-0.003640
1770940809.150701,0.745354,0.237207,-0.239538,0.309056,0.001254,0.003094,-0.004086
1770940809.155668,0.750321,0.833922,-0.890064,-2.742669,-0.004775,-0.012750,-0.000622
1770940809.160645,0.755298,1.147766,0.533588,-3.750109,0.004282,0.011706,0.010179
1770940809.165622,0.760276,1.156309,1.130210,-3.140985,-0.008733,0.002995,0.009952
1770940809.170598,0.765251,-0.007425,-1.808751,-1.218101,0.016737,-0.014021,0.006687
1770940809.175579,0.770232,0.286068,-0.166145,0.281077,0.001108,0.004017,-0.003177
1770940809.180552,0.775206,0.310734,-0.116281,0.285950,0.000494,0.004070,-0.003645
1770940809.185528,0.780181,-0.447836,-0.192847,0.035582,0.001399,-0.004419,-0.001921
1770940809.190503,0.785156,0.262119,-0.148998,0.292309,0.000502,0.003972,-0.003958
1770940809.195682,0.790335,0.220689,-0.129562,0.306893,0.000347,0.003616,-0.004130
1770940809.200664,0.795317,0.211719,-0.121762,0.267832,0.000345,0.003574,-0.004663
1770940809.205671,0.800324,0.329325,-0.072679,0.331330,0.000309,0.004286,-0.003330
1770940809.210469,0.805122,0.252931,-0.137246,0.316080,0.000597,0.004099,-0.003846
1770940809.215613,0.810266,0.252298,-0.115266,0.304227,0.000306,0.004037,-0.003795
1770940809.220588,0.815241,0.239472,-0.140865,0.277349,0.000816,0.004183,-0.003590
1770940809.225672,0.820326,0.276575,-0.075110,0.323017,-0.000157,0.004076,-0.003681
1770940809.230427,0.825080,0.269800,-0.096096,0.322477,0.000008,0.003826,-0.003597
1770940809.235507,0.830160,0.268065,-0.156537,0.306610,0.000746,0.003912,-0.004067
1770940809.240581,0.835234,0.293545,-0.055658,0.350830,0.000328,0.004686,-0.003449
1770940809.245290,0.839943,0.318240,-0.085522,0.319903,0.000307,0.004157,-0.003299
1770940809.250286,0.844939,0.280380,-0.171528,0.290994,0.001015,0.003743,-0.003814
1770940809.255235,0.849888,0.253668,-0.078663,0.350897,0.000309,0.004309,-0.003651
1770940809.260205,0.854858,0.280971,-0.146826,0.309755,0.000729,0.003906,-0.003741
1770940809.265176,0.859829,0.271840,-0.125971,0.281415,0.000729,0.004088,-0.004253
1770940809.270178,0.864831,0.247510,-0.162114,0.306089,0.000702,0.003562,-0.003678
1770940809.275131,0.869784,0.285283,-0.145632,0.312163,0.000366,0.003649,-0.003444
1770940809.280120,0.874773,0.289933,-0.062305,0.366019,0.000120,0.004614,-0.003522
1770940809.285095,0.879748,0.254102,-0.043179,0.354786,-0.000137,0.004203,-0.003663
1770940809.290129,0.884783,0.268246,-0.075171,0.348224,-0.000003,0.004268,-0.003576
1770940809.295054,0.889707,0.258698,-0.039154,0.342367,-0.000590,0.003953,-0.003839
1770940809.300024,0.894677,0.280982,-0.157669,0.285543,0.000783,0.003878,-0.003817
1770940809.304995,0.899648,0.266938,-0.131160,0.284774,0.000283,0.003697,-0.003643
1770940809.309973,0.904626,0.299880,-0.088087,0.325887,0.000500,0.004316,-0.003409
1770940809.315227,0.909880,0.233394,-0.110146,0.287572,0.000637,0.004127,-0.003696
1770940809.319960,0.914613,0.295528,-0.069133,0.333789,-0.000118,0.003936,-0.004034
