t_wall,t_rel,Fx,Fy,Fz,Mx,My,Mz
1771001680.918293,0.784453,0.008975,-1.031185,1.545009,0.026051,0.017044,0.014791
1771001680.923273,0.789434,-0.577805,-1.758016,1.156153,0.024190,-0.003846,0.001632
1771001680.928267,0.794428,0.095314,-0.964583,1.523077,0.025243,0.017806,0.015702
1771001680.933240,0.799400,0.095251,-0.963903,1.535196,0.025733,0.018197,0.015935
1771001680.938220,0.804381,-0.576126,-1.800931,1.184567,0.024701,-0.003794,0.001607
1771001680.943206,0.809367,0.080698,-0.970044,1.535185,0.025461,0.017906,0.014859
1771001680.948185,0.814346,-0.581474,-1.762823,1.194738,0.024262,-0.003884,0.000965
1771001680.953174,0.819335,0.046450,-1.076159,1.486953,0.026511,0.017625,0.014946
1771001680.958155,0.824316,-0.570672,-1.791210,1.169001,0.024543,-0.003593,0.001741
1771001680.963133,0.829293,0.084541,-0.973837,1.555949,0.025552,0.017831,0.014964
1771001680.968115,0.834276,-0.578686,-1.769814,1.183974,0.024068,-0.004117,0.001870
1771001680.973095,0.839256,-0.575272,-1.791273,1.196664,0.024486,-0.004217,0.002319
1771001680.978078,0.844238,-0.594324,-1.814948,1.200635,0.024758,-0.004449,0.001914
1771001680.983072,0.849233,-0.511179,-0.484318,1.448932,0.018239,0.003565,-0.001029
1771001680.988050,0.854210,-0.175443,0.106445,-0.231836,-0.003542,-0.001287,0.000034
1771001680.993029,0.859190,-0.053525,0.129679,-0.125126,-0.002694,-0.001193,-0.000399
1771001680.998018,0.864179,-0.017750,0.075044,-0.190104,-0.002261,-0.000950,-0.000312
1771001681.002993,0.869154,-0.094387,0.321995,-0.065173,-0.003638,-0.001292,-0.000725
1771001681.007986,0.874147,-0.035411,0.147474,-0.119440,-0.002618,-0.001107,-0.000017
1771001681.012969,0.879130,-0.081239,0.255336,-0.094456,-0.003130,-0.001283,-0.000547
1771001681.017947,0.884107,-0.016855,0.083486,-0.148086,-0.002613,-0.000966,-0.000348
1771001681.023189,0.889350,-0.056738,0.129236,-0.146204,-0.002683,-0.001214,-0.000472
1771001681.027907,0.894068,-1.807037,-1.688612,0.759395,0.021677,0.004210,-0.003903
1771001681.032890,0.899050,0.106421,-0.940025,1.554275,0.025314,0.018264,0.015483
1771001681.037874,0.904035,0.071948,-0.969458,1.561292,0.025177,0.017246,0.015106
1771001681.042856,0.909016,0.093663,-1.016512,1.504128,0.025942,0.017533,0.014841
1771001681.048357,0.914518,-0.581559,-1.858926,1.160742,0.025033,-0.004197,0.001330
1771001681.053170,0.919331,0.056272,-1.002835,1.542348,0.025580,0.017005,0.014916
1771001681.058034,0.924194,0.059126,-1.047264,1.463310,0.026128,0.017600,0.014710
